"normal_MS","progressive_MS","lesion1","lesion2","normal1","lesion3","normal2","..lesion4","normal3","normal4"
1,11,3,3,2,0,7,9,3,14
292,412,502,545,166,126,484,437,543,524
45,113,111,42,40,23,68,68,119,86
52,18,48,24,20,43,60,53,100,66
171,415,272,82,109,103,302,264,308,121
1288,1419,1227,378,596,455,1667,1454,1828,758
179,260,238,84,132,49,309,204,313,124
43,53,48,13,34,27,59,91,57,39
1,53,8,7,22,4,76,40,40,3
3,21,25,5,3,0,32,9,19,4
1,18,12,0,0,0,9,25,7,5
39,87,72,44,19,53,130,92,88,49
27,77,43,26,5,18,61,23,31,23
58,63,100,21,34,43,97,82,113,61
25,18,3,2,7,2,10,3,13,3
24,16,1,1,10,3,29,39,15,1
25,74,33,23,25,30,91,38,38,49
64,82,105,30,51,23,148,119,129,59
69,94,90,15,4,24,220,137,151,17
456,153,229,46,108,102,520,400,399,291
2786,4689,2569,639,1246,976,4740,4263,4794,1442
238,85,29,25,264,53,368,274,101,160
5,48,11,6,2,2,26,37,25,7
581,416,683,142,161,240,1595,1104,1001,305
62,150,235,69,13,39,182,105,355,71
8,9,10,2,0,4,4,9,11,8
71,126,112,33,66,75,112,108,116,65
86,99,68,39,73,72,107,141,146,46
42,102,97,61,26,7,83,93,146,28
1955,3457,1397,605,1726,984,3436,2563,2378,1983
26,27,35,7,7,2,25,10,19,6
17,44,14,4,10,8,48,35,45,14
1469,1016,644,243,521,550,1497,1244,1494,1008
30,19,26,19,28,24,55,32,37,67
79,144,143,70,92,54,151,122,162,121
37,50,65,9,16,5,59,68,42,13
460,830,709,242,177,168,618,457,754,311
76,82,103,26,26,38,230,161,149,42
21,91,47,34,6,10,28,15,40,13
28,93,28,8,40,15,131,69,64,45
10,24,22,14,6,5,10,30,18,16
68,51,31,12,45,9,78,43,60,38
126,101,135,45,50,43,205,156,214,139
136,189,237,33,63,62,249,204,265,60
10,6,7,1,8,0,14,3,3,8
278,127,114,68,129,152,351,243,268,299
4,48,29,9,4,0,29,27,26,10
607,930,564,291,351,258,738,639,763,452
131,152,74,42,115,36,213,168,123,53
25,68,64,19,32,47,84,66,102,36
36,33,19,6,12,7,18,33,29,20
79,108,56,37,36,60,173,174,156,99
611,118,162,66,450,302,550,465,518,465
78,48,46,11,16,10,154,57,105,14
0,14,3,2,8,12,4,7,10,6
9,44,11,1,5,8,50,38,19,3
60,59,62,24,18,34,111,65,65,32
65,101,58,33,35,34,84,67,68,37
3495,1178,1398,363,609,502,4143,3004,2998,1373
184,302,179,99,147,76,277,218,215,148
99,192,116,68,153,88,175,134,159,127
28,43,39,42,7,9,26,37,52,89
248,227,176,123,93,79,146,139,152,145
48,201,130,50,97,36,132,134,145,94
142,233,163,94,176,97,147,144,142,123
362,363,265,167,254,222,353,287,350,292
8,9,16,5,0,0,9,5,7,1
28,10,11,1,11,11,22,21,27,21
66,52,48,20,6,6,70,33,47,11
85,75,40,17,50,27,42,51,90,26
41,460,25,4,91,68,202,169,142,24
484,472,598,109,156,123,773,621,830,191
71,149,96,81,63,67,109,103,114,142
46,19,14,3,24,20,47,45,53,20
23,22,19,3,29,11,21,22,19,38
132,255,191,78,37,40,241,195,188,86
58,166,145,63,42,22,135,136,170,93
146,177,233,55,58,54,274,248,266,99
18,28,23,7,6,10,34,17,34,12
87,48,73,26,48,28,81,113,109,93
111,551,193,137,73,23,306,273,230,80
85,101,64,42,51,59,149,99,74,59
71,61,100,27,94,44,153,147,148,93
22,20,24,0,8,0,14,21,26,1
53,36,26,9,15,14,52,34,42,27
5,13,15,1,13,15,32,30,9,10
171,104,107,64,22,82,232,166,230,108
13,2,0,4,17,16,13,5,7,44
1,9,3,3,1,21,19,7,6,2
339,515,346,379,355,383,464,415,425,544
131,236,126,53,62,31,179,160,138,97
208,333,230,107,63,99,574,425,431,239
216,441,212,493,355,292,383,374,301,468
51,73,74,22,6,20,137,90,81,21
74,183,115,53,69,62,107,102,88,82
93,35,27,58,20,50,72,62,106,175
134,82,77,39,62,55,253,217,235,145
1158,1797,1179,835,1381,1320,1535,1356,1363,1290
37,69,88,21,22,31,52,60,72,22
36,62,19,22,69,67,75,46,41,66
13,57,58,45,12,15,35,15,53,26
677,896,1002,438,703,589,1745,1242,1611,739
84,142,99,44,33,37,110,67,117,76
5,39,11,7,6,1,23,20,29,2
58,62,50,18,11,17,79,50,72,52
25,48,15,19,34,17,33,24,16,44
6,37,15,7,22,6,52,34,45,16
2683,1209,1641,499,489,535,4798,3489,3636,2532
10,9,18,14,10,5,35,25,12,24
81,100,88,29,85,87,76,63,79,68
29,31,19,8,29,18,22,15,14,14
47,41,25,24,43,44,80,62,34,47
5,3,8,4,6,13,9,7,0,12
201,67,129,29,7,17,217,159,224,69
6,22,8,18,20,28,9,10,11,23
41,128,113,95,18,56,99,71,135,95
1,25,8,7,1,4,4,11,6,0
15,62,85,46,16,33,70,76,105,63
866,767,693,358,388,352,1546,1292,1286,778
6,8,8,15,7,0,10,4,3,7
24,17,24,15,19,12,60,43,23,27
19,27,17,12,28,34,21,22,32,38
48,61,68,26,14,33,90,66,61,46
117,78,73,34,145,53,300,167,190,128
41,36,26,11,40,36,30,34,30,33
998,204,185,43,208,76,1150,843,613,283
31,39,28,8,13,8,60,49,50,32
85,150,23,33,78,11,145,137,144,34
79,95,55,39,11,20,93,126,94,54
1082,1378,1225,543,389,516,1982,1699,1955,999
45,60,40,26,51,52,78,31,59,37
132,229,173,55,51,49,206,156,180,90
69,107,94,27,49,25,125,135,128,39
20,34,1,1,12,11,15,14,5,13
53,55,47,25,29,39,97,78,79,45
21,64,46,46,34,51,29,22,47,57
5,20,8,6,7,2,21,21,13,12
63,80,109,24,27,21,152,122,137,17
34,51,45,17,4,15,28,32,76,9
60,155,103,61,41,21,90,72,109,63
10,12,14,10,0,6,22,19,29,6
12,10,1,3,5,5,5,7,4,0
4,22,18,6,7,4,13,15,28,18
27,115,83,34,47,27,58,73,55,43
39,26,30,25,18,20,68,42,42,37
30,52,17,22,11,23,49,23,49,13
77,120,98,34,31,18,146,180,121,73
9,15,11,10,6,4,22,19,34,10
413,29,112,19,64,123,616,349,413,275
106,61,103,31,53,47,127,96,159,106
144,182,107,45,61,51,271,212,211,98
15,10,2,4,3,0,42,18,14,1
69,76,27,238,75,70,116,105,55,239
33,75,18,22,9,8,38,34,39,38
133,218,126,77,43,53,283,237,237,97
6,13,16,18,11,16,14,7,21,11
13,23,43,0,10,15,41,19,37,16
182,128,136,51,102,41,269,258,282,137
260,147,172,63,20,40,165,127,239,95
21,22,13,1,0,7,21,8,24,9
7,5,9,4,9,0,32,18,38,28
44,61,49,13,28,5,55,39,64,30
0,1,21,3,1,15,26,14,19,11
3,46,89,4,0,0,5,8,36,0
54,29,19,4,46,29,106,97,46,78
43,59,51,7,22,5,66,65,73,16
93,145,155,40,44,46,299,209,243,84
76,151,120,27,21,28,133,121,102,86
1,71,25,8,15,23,19,9,15,4
26,4,17,19,12,16,24,14,47,26
21,13,32,21,5,6,46,41,29,9
8,15,15,3,1,0,6,6,12,0
13,9,14,3,1,15,22,14,11,2
41,40,20,23,17,14,42,46,40,28
400,182,133,97,99,254,309,255,332,346
24,28,9,9,23,2,15,15,25,17
11,25,6,0,9,4,27,26,34,2
3,4,13,2,4,1,11,14,15,9
95,72,69,28,42,47,104,92,135,59
82,74,49,29,16,30,87,107,72,32
21,17,21,0,5,13,55,43,29,9
1827,2437,1558,1464,1786,1676,1783,2139,2075,2459
17,22,13,0,7,1,34,32,47,8
10,45,19,10,9,6,29,19,40,6
38,59,41,15,9,34,74,66,87,38
214,329,402,140,90,82,352,334,484,193
79,122,72,12,16,43,105,122,114,38
6,36,35,17,4,3,4,16,24,6
10,47,36,20,9,26,58,41,38,32
119,46,83,63,175,127,186,146,134,296
4,0,2,2,1,0,35,5,4,1
288,200,210,25,56,35,410,358,360,108
88,281,396,153,64,103,288,250,313,107
30,43,25,4,6,12,49,25,32,18
19,20,18,4,6,6,46,30,37,8
43,53,73,10,8,14,71,69,110,30
42,70,61,28,33,47,67,54,60,32
12,80,54,10,19,4,43,39,36,23
33,36,58,26,14,9,20,32,33,23
77,108,98,42,57,111,197,151,160,155
0,20,18,1,0,3,15,15,7,4
518,892,757,301,291,270,766,629,1038,346
8,63,57,13,18,13,35,39,44,2
194,261,212,95,115,108,245,216,275,169
37,17,33,6,6,20,41,57,32,13
629,468,571,148,243,242,677,616,823,414
52,74,48,8,33,23,63,44,63,23
11,60,13,22,4,8,14,19,19,23
93,175,203,56,15,16,155,154,200,65
14,7,3,0,0,3,8,9,10,0
123,187,168,39,71,29,260,176,235,82
1022,936,570,254,458,506,1401,1222,1122,898
40,26,13,17,36,29,44,36,55,36
53,30,54,16,15,23,87,74,84,17
44,62,69,32,38,50,82,63,93,44
137,132,135,52,41,12,233,150,176,69
25,245,33,5,34,14,146,86,129,7
752,1241,804,650,784,652,979,985,961,1143
26,77,50,70,33,19,32,31,40,52
26,12,24,7,4,26,23,22,21,4
515,707,582,178,114,133,742,551,882,293
926,1097,675,341,770,495,909,819,981,823
159,220,160,95,72,71,283,219,255,166
118,111,105,192,59,43,204,248,137,256
2253,1472,1179,641,1026,937,2313,2112,1886,2559
431,422,317,145,109,137,712,449,548,220
25,41,26,3,19,14,41,25,17,14
29,45,55,15,16,4,38,11,68,10
27,61,58,1,8,17,46,48,62,19
29,34,37,29,13,19,73,57,79,16
9,34,30,12,42,30,36,37,48,73
295,394,249,179,233,221,288,266,412,280
966,872,1000,648,373,380,1244,995,1275,779
4,7,21,17,3,0,4,18,16,4
26,25,46,10,16,9,90,60,65,26
25,17,35,3,9,6,37,44,59,4
2376,2702,1348,804,2672,1714,3082,2615,2811,2229
179,71,97,51,53,36,202,126,133,56
75,54,59,6,10,10,85,95,84,24
128,155,104,49,12,19,173,100,158,46
104,92,52,20,21,26,195,114,188,81
2381,480,531,296,2710,1922,2029,1755,1643,2003
28,45,25,37,52,12,30,39,31,80
241,465,263,132,155,97,360,204,319,175
19,37,17,10,14,14,52,20,34,32
82,83,69,31,45,20,149,91,131,47
17345,56603,29542,25481,5779,10771,14843,13732,23984,25413
192,193,240,85,111,85,210,168,257,100
20114,2708,5037,1620,18620,9744,16962,13844,15355,12984
57,129,339,6,11,22,387,223,454,3
3,17,3,8,6,20,8,13,21,22
14,27,13,2,10,9,22,12,16,6
60,73,127,17,27,21,191,118,189,20
637,873,972,352,298,168,1262,938,1152,571
14,99,39,42,40,25,57,31,73,30
38,117,50,93,42,16,70,57,54,88
40,32,12,4,14,2,63,52,50,18
156,163,103,27,168,111,150,116,139,113
118,59,60,28,36,41,135,98,126,74
0,2,1,12,2,4,15,13,3,2
36,24,9,30,20,15,18,13,21,63
3,40,18,23,16,11,5,7,6,13
55,43,30,3,12,25,51,44,34,42
28,33,21,30,36,27,38,29,45,27
166,280,158,36,206,132,189,155,224,125
301,353,238,42,81,53,320,296,330,112
50,51,22,7,21,14,102,73,67,67
1101,1603,1470,859,403,224,1194,1242,1448,908
42,19,43,3,18,18,30,27,62,21
206,46,69,35,107,100,545,426,296,222
16,2,2,4,9,21,39,27,28,11
17,10,11,16,21,18,16,25,25,30
60,147,25,43,29,38,56,33,54,70
27,218,20,10,26,23,134,116,104,4
6,14,13,1,5,0,6,0,18,5
97,165,127,89,83,96,125,117,123,123
38,36,26,9,4,22,77,68,73,11
68,114,66,114,75,156,100,110,83,52
33,42,30,9,23,28,46,33,47,45
414,203,237,59,116,92,517,392,496,170
52,72,28,33,27,15,93,68,75,44
0,43,0,5,1,3,37,28,31,4
54,59,44,27,26,78,50,28,46,13
18,91,27,15,24,18,59,27,44,7
99,196,144,49,70,36,147,143,137,66
104,70,82,10,40,31,130,72,82,44
241,234,135,60,160,111,137,145,157,107
34,64,53,22,30,19,56,49,72,28
81,95,100,35,55,39,434,199,173,49
1,104,77,15,0,0,12,14,33,1
81,75,86,33,55,43,106,100,122,35
232,478,278,400,306,267,273,266,346,486
32,32,36,21,12,9,33,52,40,19
87,147,130,142,67,71,177,158,192,160
8,6,6,1,6,3,6,8,14,9
24,60,60,15,15,19,48,36,33,22
386,567,260,128,164,124,659,551,551,237
25,117,124,44,8,1,28,20,78,22
4,0,6,1,9,0,21,10,14,8
13,40,29,16,6,3,52,32,74,19
357,316,309,139,143,105,674,439,441,259
12,34,61,58,18,9,26,23,47,34
4,43,42,75,11,23,5,13,24,51
82,54,72,25,20,6,83,70,98,22
116,197,200,45,84,31,99,88,271,96
4901,13889,14486,5015,864,692,5550,6332,10909,3383
377,651,462,249,434,317,486,312,524,476
20,145,98,38,31,6,54,73,64,57
7,17,8,2,1,1,9,16,9,4
46,10,12,7,11,15,58,46,44,48
213,98,124,58,89,89,353,224,240,186
83,20,36,24,103,87,110,91,94,105
34,67,40,34,8,1,73,63,101,22
255,382,295,172,232,107,304,249,349,256
129,235,92,31,90,30,200,120,154,45
19,38,8,0,15,0,47,13,37,8
695,599,546,166,355,240,973,766,937,409
66,54,55,15,34,20,78,68,51,40
86,205,154,83,67,76,143,171,145,118
25,15,16,4,15,1,20,28,11,2
97,263,170,89,112,65,157,135,184,123
143,166,153,45,86,53,185,150,210,79
34,45,46,9,24,4,85,57,55,17
8,24,2,0,4,8,22,24,27,7
28,21,12,7,10,2,12,27,25,9
184,190,162,32,110,76,291,222,326,108
17,14,14,5,9,1,24,23,17,12
81,169,150,44,104,82,178,147,195,95
36,78,53,36,15,61,50,57,52,50
189,161,86,47,81,64,146,115,194,57
62,95,72,22,15,15,124,58,103,35
38,50,38,26,29,31,74,53,56,31
143,110,96,33,90,99,138,148,145,111
27,34,30,13,3,18,39,40,59,11
152,106,133,36,42,55,273,323,260,100
35,127,73,63,15,21,68,56,93,38
37,58,68,26,30,31,64,71,57,27
7,3,16,6,12,1,9,7,24,16
81,275,185,135,28,37,223,217,260,92
581,537,490,537,617,339,717,696,559,1051
8,18,38,12,6,3,33,22,24,10
61,182,149,154,33,82,140,127,141,160
116,79,70,47,107,64,138,124,113,96
43,50,57,13,18,9,104,81,68,24
41,36,26,13,7,22,35,19,34,27
9,28,19,2,14,7,29,24,9,16
172,187,154,26,93,84,153,155,190,129
175,206,70,32,101,77,335,251,150,115
235,233,264,62,59,52,315,259,346,119
25,16,19,1,7,0,22,8,15,0
51,141,113,27,15,45,98,78,162,37
12,213,18,7,16,18,149,141,182,20
31,35,54,17,19,19,107,55,70,19
33,74,78,15,27,1,81,97,102,11
44,22,33,16,38,28,51,70,59,35
160,227,154,62,67,72,299,268,271,119
19,40,40,6,9,5,40,29,59,11
548,313,267,82,244,160,717,572,652,265
59,46,68,14,11,6,143,77,155,17
21,54,34,48,26,34,17,12,33,50
26,40,50,15,18,25,162,95,121,40
0,46,0,0,23,0,32,36,14,1
526,450,621,218,263,229,735,512,850,402
28,78,46,12,16,10,44,27,57,10
406,502,292,123,223,201,556,366,385,304
296,390,216,130,335,302,415,232,378,291
18,238,175,89,4,9,28,42,95,33
122,367,310,45,12,2,104,90,197,62
60,106,83,29,22,28,71,32,64,48
29,39,49,27,25,22,34,41,63,24
39,37,35,4,6,15,32,38,50,2
354,452,312,130,126,136,586,427,661,196
8,20,36,12,5,7,48,29,36,7
8,99,38,17,16,13,101,50,69,9
44,135,90,16,36,16,49,73,98,40
48,66,51,25,10,18,48,49,41,27
4,36,35,9,0,0,4,14,9,6
29,112,22,33,50,20,58,26,52,44
42,37,32,7,11,5,46,44,69,18
34,38,67,31,22,9,63,64,48,28
198,355,216,72,130,72,367,256,326,153
296,343,209,50,140,104,284,264,298,224
19,28,10,15,27,10,34,36,24,38
93,83,112,35,37,43,240,184,196,140
21,21,35,12,4,0,14,7,25,8
1,24,65,9,12,0,30,12,11,16
36,35,27,4,12,5,35,29,30,28
100,136,122,44,20,42,129,127,206,85
9,1,14,0,0,0,27,12,18,2
94,257,20,13,104,18,168,176,119,24
175,151,106,52,74,31,214,151,201,80
4,15,12,2,4,5,21,11,8,0
46,55,26,13,43,58,70,82,59,45
128,166,130,80,82,58,165,179,177,87
21,16,6,0,0,9,8,15,16,3
57,107,65,57,57,32,71,50,107,36
12,18,13,13,7,9,24,7,34,23
185,29,54,105,75,93,250,235,262,160
0,0,5,91,0,0,0,0,2,19
729,147,194,31,768,556,714,614,594,422
1,0,3,115,0,1,0,2,1,39
102,282,124,74,168,104,108,151,168,89
108,214,213,51,36,48,126,158,176,88
25,57,40,22,16,3,64,36,84,11
8,10,4,3,4,3,8,4,5,5
23,46,88,10,14,7,72,52,80,15
158,309,167,162,117,85,274,215,158,176
86,220,225,33,74,67,133,152,232,54
14,14,8,21,18,27,31,19,7,18
14,12,27,2,3,1,24,17,40,4
47,63,41,19,17,7,28,45,36,33
447,190,77,64,285,146,481,341,245,358
59,96,77,7,8,6,88,79,147,7
89,150,126,53,56,28,161,119,195,77
43,87,96,12,23,22,64,36,62,22
25,26,29,12,7,2,44,31,34,17
104,179,214,93,128,67,165,180,205,122
168,277,192,111,115,142,143,126,228,126
2,9,19,9,0,0,10,6,20,0
537,317,346,131,802,291,752,571,627,522
20,85,96,7,13,34,102,75,136,26
15,39,34,11,16,5,43,45,60,21
22,57,48,25,3,11,74,61,74,36
13,35,54,38,32,22,27,41,44,48
52,91,104,26,12,8,65,66,91,28
121,135,142,28,14,15,165,116,202,53
51,65,51,5,11,5,100,61,87,20
79,161,141,64,24,21,143,144,169,84
313,217,353,103,69,78,632,526,626,165
11,66,21,22,13,38,35,41,43,29
8,19,14,26,7,0,7,22,31,24
19,64,51,11,0,0,10,35,27,7
67,133,50,33,56,36,80,92,97,44
3255,1637,1597,779,3667,1778,3697,3317,3207,3145
462,47,95,23,66,65,766,525,425,187
343,279,345,87,73,57,689,536,641,158
8,27,33,6,3,1,33,22,28,9
69,80,42,25,61,25,58,66,56,44
7,5,10,0,1,0,42,25,20,3
66,84,130,24,8,6,126,112,146,16
249,949,730,371,72,82,277,241,582,230
135,143,73,60,117,75,117,125,144,127
2,5,12,0,9,2,13,14,11,5
98,211,91,70,185,80,122,89,79,70
71,113,84,30,36,31,73,86,77,71
150,522,261,147,87,112,243,194,281,116
34,31,24,11,38,28,30,49,28,18
22,0,3,2,5,0,9,8,0,5
3,10,6,5,4,8,9,7,9,3
2,10,5,1,0,6,4,13,12,3
66,107,95,12,23,15,135,121,161,37
1,29,21,13,6,12,25,29,22,15
28,20,45,23,13,12,41,44,35,38
400,257,239,120,95,169,275,226,373,404
254,314,358,103,126,81,520,336,437,188
553,1234,1368,318,82,69,1550,1264,1072,193
48,32,58,31,16,32,76,70,78,55
145,146,143,38,31,60,155,155,210,84
51,97,71,7,17,17,103,96,94,60
85,150,80,61,31,62,175,178,136,178
20,171,72,46,28,25,188,111,176,39
4,6,6,1,3,3,19,20,15,9
0,11,7,8,3,0,14,1,4,5
101,182,167,96,72,66,180,126,222,100
19,43,18,15,25,12,12,23,27,29
117,200,77,28,131,22,205,168,169,84
266,314,194,68,157,80,324,258,345,149
245,473,310,157,151,94,329,323,438,199
60,125,18,6,35,52,187,152,151,34
206,210,217,65,58,75,401,273,385,137
253,201,275,108,157,129,266,329,257,202
192,319,172,126,261,114,226,123,274,207
15,1,10,0,0,1,5,14,5,10
110,499,167,45,95,15,366,333,353,41
122,83,135,32,123,45,159,148,171,83
22,43,26,27,23,34,31,34,47,35
44,174,182,16,5,0,40,70,97,8
2375,6316,4522,2573,1130,588,3640,3266,4192,2391
428,812,402,521,564,437,424,431,449,748
139,118,75,36,123,63,266,233,174,164
341,404,527,162,163,152,552,458,506,347
8,25,22,6,1,10,32,12,40,11
45,40,56,23,11,1,63,37,90,21
188,266,233,127,132,104,325,242,345,178
55,78,31,56,96,77,96,110,53,90
65,66,80,19,59,50,93,77,92,45
326,190,117,43,245,303,356,246,306,219
64,25,49,32,34,34,82,80,77,30
774,1124,635,397,501,413,695,765,644,564
394,238,192,118,241,107,570,461,448,439
9,131,27,4,11,3,79,59,74,4
25,39,26,13,15,9,41,27,45,10
13,22,29,12,35,2,32,35,50,20
26,35,19,0,3,4,40,23,34,24
71,126,53,18,27,35,120,100,130,36
75,35,71,12,15,25,141,115,126,51
657,748,789,302,344,254,793,690,835,513
294,208,245,34,44,15,415,322,383,74
20,30,26,18,19,39,50,46,26,32
3,25,24,5,3,0,9,7,26,0
61,27,38,62,42,18,62,58,62,38
136,128,63,47,66,35,200,177,148,115
98,506,183,211,165,125,334,309,250,174
8,4,26,3,1,2,20,14,9,9
88,172,95,52,117,93,101,90,166,91
2207,566,841,295,829,397,2243,1822,1887,1308
401,928,268,155,363,235,984,757,899,287
53,31,61,9,16,11,119,69,106,28
32,49,32,25,23,19,41,42,42,22
169,165,85,47,40,29,238,177,202,95
14,45,13,9,14,21,41,38,51,14
5,12,0,1,7,3,8,12,3,0
275,424,306,108,60,55,362,341,267,170
11,30,51,12,4,8,36,33,23,3
128,178,134,95,113,67,196,161,171,171
67,156,91,32,63,15,222,186,234,12
24,52,71,46,35,14,53,51,58,34
197,100,79,35,57,24,409,223,328,175
14,9,13,14,8,10,7,16,17,16
454,655,531,293,419,220,862,635,880,635
162,141,148,79,98,103,317,198,198,131
66,142,93,23,40,28,77,79,98,31
27,3,16,3,3,4,4,11,10,18
31,43,21,8,15,0,27,26,33,18
66,38,41,25,39,57,121,61,65,39
5,21,14,11,7,18,16,20,12,14
16,22,22,17,25,16,13,19,18,13
13,32,7,2,2,4,13,14,7,2
492,320,315,128,376,221,628,448,528,395
636,571,552,226,512,359,603,568,744,485
210,177,265,56,138,73,344,265,315,162
32,56,18,2,21,20,36,26,37,15
152,153,148,50,133,90,153,109,163,107
69,49,40,10,12,19,66,67,67,40
31,55,54,15,12,9,82,64,85,14
4,24,49,4,3,2,13,21,29,1
239,118,157,58,137,79,416,332,308,216
259,692,522,314,202,193,499,439,585,397
5,18,0,3,1,4,9,4,12,4
12,37,59,26,11,10,79,60,48,30
8,17,1,14,18,25,16,11,6,20
68,116,112,37,42,28,125,86,171,76
83,37,18,9,22,1,65,61,31,20
66,66,48,17,15,20,67,44,86,33
42,156,166,56,1,2,23,22,81,65
16,12,12,15,17,13,53,28,19,21
64,132,85,37,43,48,92,38,110,40
48,134,390,241,47,68,109,176,322,362
550,584,719,225,189,157,897,693,1005,398
21,28,47,3,7,0,35,50,56,15
138,264,281,106,65,47,141,104,213,110
242,916,515,312,86,62,240,289,315,232
73,118,33,36,39,17,98,79,124,55
9,58,28,14,13,2,25,36,36,2
26,63,105,39,9,18,85,78,72,30
142,542,458,119,40,13,267,259,379,86
4,15,8,0,3,2,35,8,19,0
45,50,68,42,9,24,63,66,110,30
2,52,9,4,4,3,19,19,32,0
86,62,97,28,9,26,80,71,105,39
18,2,3,1,2,7,5,1,5,10
73,76,54,11,62,59,77,89,84,71
105,203,119,62,60,73,69,79,147,73
86,265,132,54,74,29,127,138,195,83
35,112,140,26,17,32,82,72,213,54
194,235,171,66,168,130,305,277,292,201
5,35,20,8,1,5,21,28,23,13
141,174,145,33,52,54,242,145,184,81
24,19,31,8,9,4,35,32,36,9
22,66,27,11,18,1,51,33,43,17
117,374,197,49,134,37,468,320,324,103
43,64,56,15,10,4,102,38,92,18
336,412,226,129,136,165,336,334,353,236
150,94,97,18,60,46,116,105,209,151
236,475,525,447,86,70,451,377,534,322
73,19,34,20,72,7,80,88,78,64
267,454,301,100,141,129,631,398,427,155
30,32,23,39,9,8,91,53,37,60
8,18,2,4,1,1,12,5,11,3
206,540,452,159,137,48,476,408,401,140
8,10,14,12,6,0,3,0,0,1
2,16,17,5,11,0,16,14,14,0
25,144,44,15,31,4,90,63,138,9
198,130,133,56,87,124,220,224,308,212
123,128,97,43,68,34,281,196,168,66
418,511,375,100,166,126,451,444,534,224
39,42,46,7,13,13,58,30,57,10
331,161,234,52,52,43,226,222,460,169
8,21,5,0,8,10,13,3,9,11
18,9,16,3,17,6,30,16,26,9
48,40,52,10,27,29,124,89,80,29
203,178,147,57,87,68,367,224,219,120
216,187,130,44,60,21,474,268,241,149
46,47,63,42,17,35,81,74,48,75
72,52,55,32,42,30,101,63,96,45
8,29,8,1,0,0,11,6,12,2
150,223,183,46,96,72,242,195,341,81
39,6,12,0,28,4,31,14,34,32
0,18,7,1,3,0,4,2,10,6
68,92,63,21,86,54,75,53,101,84
62,23,20,11,42,19,64,48,38,56
26,22,5,12,5,11,16,16,23,22
2357,2404,1696,985,3049,1359,2568,2133,2675,2269
2487,537,760,133,463,380,3651,2905,2128,1047
291,917,641,686,170,246,374,340,499,579
77,186,200,46,69,49,152,93,205,75
145,105,75,51,87,83,338,248,248,198
170,66,87,37,64,69,224,155,154,113
66,35,51,19,28,31,31,54,100,38
25,72,37,22,28,8,65,53,75,54
18,7,21,11,9,9,42,50,47,13
142,180,150,38,61,26,250,160,211,81
59,98,130,28,33,19,63,69,90,30
74,38,43,16,15,17,89,68,99,25
170,180,222,59,68,40,284,208,288,90
421,475,414,230,362,296,563,519,521,573
470,281,225,78,256,170,407,335,534,265
75,109,157,47,64,24,228,177,211,90
84,47,63,20,8,18,118,84,102,26
709,577,379,151,373,132,846,639,738,295
0,19,10,2,0,5,41,12,35,4
54,72,83,22,27,14,94,94,101,24
53,104,75,14,19,9,118,70,113,53
105,138,160,30,77,36,205,182,202,99
121,177,112,44,36,31,212,195,190,94
0,1,11,6,2,3,11,15,5,7
1473,818,503,181,414,483,962,819,1032,817
11,23,17,1,14,2,13,6,8,4
229,243,130,126,273,239,248,242,234,277
328,296,166,69,148,112,309,294,330,329
62,128,54,31,65,61,98,78,97,55
235,181,156,110,170,151,222,199,217,256
93,69,71,17,69,30,90,103,100,32
4,13,29,4,5,9,16,22,23,5
10,92,58,19,7,0,3,9,23,12
42,64,47,14,18,14,98,49,51,23
4,9,2,1,8,0,8,7,33,4
34,76,88,29,8,1,32,30,98,25
100,265,218,79,40,29,220,214,257,36
12,51,10,10,49,17,53,29,36,25
7,12,46,74,12,45,70,49,63,73
637,565,519,205,221,271,1047,838,841,419
0,11,5,11,6,6,6,27,15,11
35,21,48,14,9,10,126,76,68,39
4,9,9,11,6,0,5,9,17,3
36,33,11,13,27,27,48,26,21,26
27,40,50,27,27,16,29,28,36,38
360,303,203,98,204,262,559,426,444,294
103,189,118,47,123,36,168,106,157,102
8,80,42,25,11,15,35,27,59,29
188,330,171,52,49,18,377,330,268,74
67,322,63,37,106,33,212,166,184,49
84,58,47,8,5,26,72,55,59,19
73,129,81,21,22,26,107,80,96,41
27,25,48,20,21,10,105,75,77,40
20,17,11,5,9,5,55,30,28,9
12,33,21,6,3,12,60,47,51,5
29,71,38,16,14,14,76,52,46,15
28,31,30,18,24,12,58,54,39,27
69,40,38,8,26,21,45,50,38,25
17,14,22,9,4,9,18,8,28,6
7,12,21,4,2,0,16,13,18,9
13,56,68,31,29,21,61,75,78,23
15,35,25,13,18,16,98,56,32,12
63,72,70,18,33,8,184,136,130,52
91,130,98,115,41,41,235,170,182,88
13,42,10,5,12,8,24,25,30,12
58,70,26,13,9,4,64,56,68,28
30,76,311,289,17,62,156,159,261,310
0,11,26,0,0,7,39,18,27,2
7,8,9,1,10,4,40,24,15,5
41,336,47,9,115,61,346,255,245,10
150,240,149,68,85,71,187,145,250,121
60,21,32,23,54,56,44,32,44,77
40,35,8,25,13,20,18,17,28,21
69,80,73,48,20,29,87,84,154,47
68,73,39,25,16,29,103,79,109,48
0,40,4,4,8,1,28,16,12,3
45,30,20,3,18,7,44,32,34,15
89,93,83,57,32,65,147,103,66,70
61,21,33,18,37,4,78,65,69,71
778,696,550,472,891,564,749,688,688,970
15,3,6,0,3,0,47,19,19,11
35,117,86,33,15,13,44,45,103,40
1451,666,572,156,880,645,1795,1521,1411,902
46,171,59,41,64,18,147,142,127,49
156,135,296,37,22,39,210,154,239,48
