"normal_MS","progressive_MS","lesion1","lesion2","normal1","lesion3","normal2","..lesion4","normal3","normal4"
20,138,33,2,27,10,96,88,81,11
73,25,29,12,15,43,73,49,42,43
71,245,230,533,217,274,191,192,217,521
3728,3373,2590,1380,3896,2184,4562,3928,4081,3971
728,818,559,499,817,657,830,598,801,764
64,73,40,48,39,62,89,88,60,83
3,35,12,8,1,21,11,5,25,21
35,51,59,23,22,16,67,37,58,11
109,47,21,9,51,61,50,59,114,58
31,4,7,11,3,5,60,44,24,17
32,92,23,4,32,16,93,58,62,21
135,232,112,93,40,13,142,90,127,52
244,509,364,136,357,155,349,322,428,210
644,404,361,150,392,278,886,622,619,442
69,83,71,71,37,10,214,103,160,58
93,187,121,101,53,69,89,99,114,152
14,44,10,11,12,28,14,19,28,7
13,15,15,4,14,17,17,9,14,18
135,369,239,119,108,107,391,304,367,193
136,145,176,28,65,18,265,172,241,73
154,475,239,97,136,79,348,295,350,107
723,660,472,263,937,590,743,724,689,693
218,273,136,106,145,90,390,316,299,208
153,147,164,72,143,57,233,188,304,161
3,1,0,17,6,2,13,2,6,2
887,1025,1026,386,592,370,951,788,1117,539
5,42,17,3,13,0,19,25,17,10
44,67,79,13,37,21,109,80,109,50
113,126,164,46,100,75,281,190,236,134
320,427,378,200,289,152,384,367,420,274
137,143,248,96,69,101,255,226,285,166
465,385,322,106,171,132,680,508,536,304
27,32,9,1,12,9,43,31,30,7
89,266,196,131,109,54,275,213,280,179
22,3,10,7,20,22,27,33,19,9
9,23,18,5,3,3,6,12,4,28
931,926,886,397,402,410,1588,1299,1497,613
22,150,48,18,53,75,40,55,45,17
24,18,16,4,1,0,24,15,12,6
33,63,44,17,27,5,55,56,70,41
144,156,107,76,54,58,209,193,209,94
188,247,194,76,111,52,279,242,264,132
143,159,188,45,50,36,205,168,199,66
40,27,53,11,23,16,68,63,74,16
45,119,97,43,35,30,139,117,150,44
22,27,10,11,22,3,43,35,34,38
133,133,101,40,65,59,260,196,128,70
33,40,23,6,25,7,50,45,46,16
5,13,19,16,3,4,14,10,34,14
2820,1841,1346,789,2016,1380,2900,2407,2388,1668
216,129,129,58,157,167,291,175,261,167
140,159,171,61,68,57,225,152,242,93
14,89,99,21,5,3,24,28,67,15
6,4,6,0,8,7,11,7,5,0
29,125,121,25,30,18,94,88,118,25
5,25,9,5,2,3,20,22,3,10
26,0,6,9,24,30,46,33,33,40
0,7,13,1,11,2,4,4,15,4
157,179,131,63,152,105,157,151,180,136
5674,5899,4289,2964,8598,3913,6021,5089,5445,4021
256,255,233,74,126,99,295,248,233,111
43,32,33,8,13,46,50,51,56,17
0,17,28,32,6,2,24,24,38,54
192,314,162,119,235,87,327,241,245,191
1637,495,632,184,613,391,2765,1957,1567,1020
203,121,139,56,53,131,175,149,258,257
23,34,44,8,1,5,8,31,33,4
5,18,4,9,7,6,2,7,6,10
14,8,5,14,19,14,9,10,15,13
36,116,95,48,2,0,40,41,31,35
37,77,51,24,36,18,74,49,49,21
11,38,47,11,14,20,85,35,51,24
73,108,95,53,38,33,113,90,105,85
11942,2136,2551,1129,16107,7801,10794,8866,8543,10736
32,35,193,23,3,0,26,48,196,25
12,14,9,49,22,38,45,24,13,36
99,142,137,25,63,29,169,102,192,61
79,94,57,37,29,69,141,117,112,100
25,52,48,3,10,7,25,39,65,14
250,149,140,103,173,115,225,252,234,194
106,144,104,90,89,58,123,102,117,116
562,1443,662,432,655,648,770,690,712,563
64,37,38,12,20,13,54,60,54,42
56,210,53,28,71,53,121,134,82,19
19,40,22,13,4,7,38,15,25,8
4,24,24,15,9,16,28,28,32,15
153,269,169,84,68,37,232,222,298,107
205,289,341,78,148,83,407,284,390,214
86,102,121,24,25,4,352,195,169,39
79,113,115,32,68,33,121,79,121,63
467,460,380,157,347,155,403,399,564,314
32,73,44,6,8,8,85,57,86,30
13,50,19,45,28,37,15,26,26,19
10,25,12,12,17,4,26,19,35,4
20,43,42,35,21,13,38,23,28,19
782,172,164,111,769,648,1215,853,625,881
129,248,198,125,179,93,258,200,246,162
203,291,258,63,52,61,356,263,376,110
22,79,54,25,62,37,63,55,75,55
8,12,28,12,12,8,17,12,22,6
21,14,27,10,3,13,31,23,50,3
146,196,252,23,17,34,473,309,365,65
840,991,972,592,937,574,946,898,1219,976
967,1060,1206,616,266,314,899,928,1000,930
682,995,615,261,397,290,748,678,861,417
111,144,119,36,47,63,191,141,192,90
206,55,95,21,37,69,378,212,272,91
37,129,38,13,31,6,198,104,166,44
826,1789,1142,634,759,513,909,896,1195,825
73,68,52,26,83,32,74,57,75,69
109,64,35,23,36,21,74,81,59,61
83,25,41,15,17,13,125,62,101,45
71,20,16,33,27,12,102,51,49,40
57,10,19,14,25,12,74,52,77,60
69,122,50,13,38,23,91,73,69,48
3169,738,901,442,1228,863,3490,2851,2128,2378
52,65,46,13,32,17,156,102,68,49
59,168,137,70,46,35,65,80,143,58
452,590,319,252,399,234,387,382,448,371
25,39,79,63,50,61,53,30,98,89
30,106,76,27,32,8,80,52,82,33
60,85,54,19,61,39,96,114,106,43
745,1082,800,520,467,226,953,803,922,678
39,192,32,61,32,60,121,94,64,41
247,239,177,76,113,68,251,240,279,187
90,392,461,99,45,10,202,143,293,56
52,76,76,29,40,69,96,98,105,66
38,54,17,97,23,63,31,21,46,68
665,277,261,92,384,168,856,741,504,418
94,47,57,35,49,57,91,128,126,62
40,92,94,20,19,16,106,107,107,30
60,98,57,15,17,37,127,92,92,25
11,112,54,18,15,4,86,55,93,14
27,96,182,12,13,36,85,56,177,31
512,76,120,25,102,109,613,340,344,208
3,19,15,2,1,1,23,5,8,2
22,20,13,2,4,4,30,23,23,14
30,76,40,18,17,6,31,59,39,19
140,201,118,58,141,103,151,124,174,127
303,367,216,112,148,134,296,262,257,189
63,86,102,32,54,50,89,109,97,31
837,193,399,109,366,284,1761,1166,989,801
36,47,56,3,13,0,71,49,69,30
39,19,28,8,4,16,90,61,85,16
155,126,84,31,122,107,230,131,156,136
74,80,67,35,84,43,106,95,104,78
335,320,210,81,154,128,351,195,347,155
60,72,54,38,30,26,98,71,74,55
1,7,6,5,0,13,8,5,17,0
160,94,139,49,97,63,255,134,168,131
304,364,191,122,256,154,286,220,285,218
5,30,27,2,4,5,38,10,23,13
28,41,22,7,18,43,67,54,48,20
49,84,59,29,77,40,71,67,59,110
96,60,42,9,38,17,132,92,87,59
342,625,413,215,298,278,576,418,557,359
229,367,0,0,1,2,1,0,1,11
44,157,174,72,21,25,177,158,264,41
181,92,152,64,59,33,330,172,249,222
92,300,198,126,108,126,139,168,204,180
247,399,403,485,148,250,289,270,389,552
32,23,14,11,17,10,36,24,29,33
989,566,574,200,279,264,1223,1060,1043,652
134,184,207,80,65,67,243,238,286,95
6,15,37,10,1,1,15,18,35,2
37,139,119,117,15,100,107,78,126,76
22,86,28,13,11,7,48,22,39,21
621,1305,734,370,620,398,793,723,832,527
56,52,29,9,17,29,74,95,61,37
554,1174,898,328,193,158,1037,1026,1155,393
332,362,329,119,301,192,469,317,405,301
262,472,379,176,168,100,289,266,368,159
7,10,5,20,11,10,13,28,12,21
245,502,354,176,199,146,228,187,323,217
47,95,92,22,35,45,141,147,142,87
139,226,194,48,121,68,199,151,242,102
1259,1872,1415,655,286,357,2272,1790,2181,1086
69,70,61,33,70,43,121,112,116,56
35,51,29,13,43,18,36,42,34,21
67,73,3,0,0,0,0,2,0,0
122,111,127,45,71,53,224,202,171,92
350,4088,251,53,804,273,2187,1636,1750,100
258,369,341,96,191,144,354,284,424,296
75,128,84,24,29,32,116,128,111,44
266,76,71,17,96,120,403,326,301,150
67,299,132,56,67,33,164,128,182,57
31,166,35,0,15,16,107,63,71,22
923,1392,1068,563,740,653,895,705,1095,818
306,160,128,67,77,93,283,216,276,130
94,314,143,95,53,78,179,144,240,104
14,44,20,7,4,5,102,46,14,8
64,96,51,55,63,70,118,98,122,68
28,24,19,5,10,10,50,37,28,25
120,367,313,175,68,34,269,280,269,154
9,32,17,14,7,9,8,19,24,10
170,145,107,50,98,109,263,244,155,130
44,68,57,6,28,13,94,58,80,39
43,61,29,43,14,4,45,38,52,30
181,398,372,170,161,123,334,296,436,215
192,215,164,80,68,28,240,224,283,123
83,152,131,55,29,22,100,82,174,47
21,29,12,28,8,5,54,27,36,30
126,125,122,102,111,45,121,114,205,159
68,16,10,6,63,26,49,52,22,31
50,14,36,4,17,13,69,45,59,17
298,420,254,207,163,149,402,420,391,328
25,32,27,8,8,4,48,41,60,20
82,224,171,89,40,37,119,117,190,61
55,211,140,25,16,30,110,91,116,59
264,153,114,106,118,114,336,325,321,267
56,81,68,25,69,61,104,61,78,68
280,520,621,142,55,45,682,510,779,166
40,46,52,51,40,38,65,80,93,73
171,174,204,75,99,122,216,228,285,127
70,116,79,27,19,16,72,60,91,39
644,886,734,303,438,233,872,712,936,565
12,34,30,7,2,5,23,24,32,11
220,189,217,84,258,116,226,221,293,224
60,47,31,6,55,25,72,63,116,29
463,181,222,94,309,242,753,537,647,556
419,526,406,244,208,131,601,471,561,260
78,75,39,12,18,25,89,89,78,29
13,157,187,11,1,0,44,35,114,13
202,663,261,210,151,152,335,295,217,206
33,169,50,61,48,93,85,90,124,66
41,58,79,23,18,7,45,46,46,30
177,116,136,32,56,55,184,157,202,72
9802,12691,10136,4294,5534,4133,12171,10932,11322,7434
696,1145,763,184,241,119,811,653,956,263
163,243,215,54,70,69,247,207,264,82
7,32,9,21,12,35,17,9,21,34
26,169,38,9,35,12,171,128,135,26
75,283,391,144,45,37,130,130,208,72
21,44,64,23,15,20,33,50,75,33
56,54,70,12,61,22,105,73,104,27
244,864,1407,301,15,11,353,418,1158,156
178,331,257,164,155,83,312,274,314,219
8,15,8,3,9,11,1,12,6,8
130,197,269,98,31,52,96,129,191,45
138,196,169,187,117,124,177,113,225,260
4,32,48,45,30,15,19,24,40,21
13,14,10,4,21,11,16,14,26,8
161,182,105,66,86,71,272,230,235,174
26,149,62,41,46,14,152,89,108,32
35,29,13,17,26,9,18,19,22,14
13,23,23,2,7,7,69,48,37,14
66,77,59,55,50,47,107,128,134,71
110,235,256,45,112,57,231,194,191,81
4,20,10,9,0,0,3,4,10,1
211,226,143,109,163,125,240,201,158,167
69,71,69,55,85,45,127,93,106,90
269,735,638,246,185,81,362,238,500,177
226,418,575,91,83,50,786,649,952,145
2,23,39,3,0,3,6,13,38,4
13,12,17,3,3,0,22,11,26,1
6,37,23,12,0,7,9,11,11,7
5074,1619,1877,428,1504,1033,4694,3970,4966,1959
122,98,86,14,44,41,145,69,139,68
64,94,76,32,77,36,56,51,79,53
321,423,309,111,138,98,463,412,478,244
14,7,8,15,8,8,24,15,27,22
7,3,7,3,25,21,23,10,7,12
13,19,17,30,8,15,18,28,20,19
127,167,106,29,39,67,220,160,145,71
105,57,72,36,29,47,179,144,169,51
73,201,99,87,105,37,191,86,109,98
59,61,91,26,42,44,105,93,137,64
115,80,59,33,37,46,74,57,119,76
56,57,53,33,37,23,86,58,113,41
12,26,10,17,18,36,9,8,8,13
37,37,9,50,28,15,15,23,17,44
12,0,9,0,8,4,7,4,9,2
30,66,39,25,13,12,42,46,65,28
401,216,282,109,131,152,575,453,524,446
197,369,190,90,76,112,354,344,318,151
0,13,2,1,2,15,37,12,0,1
1865,3833,3051,1199,834,521,3847,3133,3530,1352
15,1,3,2,7,8,52,23,9,5
49,48,95,2,4,18,149,107,150,20
106,100,138,31,55,43,141,118,105,45
43,122,105,53,22,15,95,65,80,55
152,76,102,14,54,46,99,132,114,71
110,1739,170,22,284,148,1032,638,720,57
237,160,106,66,170,269,179,177,139,101
57,79,37,51,80,70,50,83,65,97
40,164,93,53,25,8,76,89,101,26
27,13,24,6,17,21,54,31,39,21
567,1945,858,232,468,292,1219,958,1319,327
50,55,52,21,20,30,91,61,85,23
5223,3406,2589,1272,5561,2811,5120,4359,4738,3601
97,158,113,44,54,60,198,131,173,92
1435,1162,1123,365,611,356,2280,1532,2079,579
124,269,233,72,51,21,303,224,333,96
224,418,343,179,204,140,291,219,393,196
96,245,133,80,49,36,104,111,146,57
827,512,428,260,376,440,1180,1044,752,784
206,266,234,72,97,128,295,214,243,106
139,171,141,93,88,142,234,167,173,163
35,45,45,28,7,42,48,41,65,22
60,95,81,36,74,87,149,98,130,87
485,519,496,135,229,199,600,491,630,321
308,183,171,50,95,92,388,321,351,163
52,39,75,15,33,14,81,79,76,40
148,314,143,165,109,86,212,211,206,133
216,158,129,105,159,126,359,252,261,264
81,109,26,32,34,51,77,53,91,36
438,450,456,94,182,142,330,295,492,216
58,109,69,29,77,32,153,148,126,87
148,137,67,39,38,43,190,206,175,106
33,70,32,22,38,18,86,67,52,39
45,106,97,69,16,8,168,118,80,26
386,93,88,104,258,154,535,488,327,356
72,62,69,29,23,18,105,80,70,34
37,25,17,9,43,7,136,111,55,20
752,633,370,195,263,215,831,617,660,632
117,185,148,38,52,71,309,191,237,115
181,514,145,94,227,144,497,383,305,186
145,513,288,205,97,107,372,294,394,175
66,31,67,18,37,29,64,62,90,40
9,25,9,8,1,3,10,10,17,7
1015,439,370,209,659,290,942,881,703,660
94,162,100,46,48,38,137,110,155,66
45,64,26,24,35,91,86,65,71,51
6,6,0,7,11,8,5,18,13,15
38,51,32,28,9,4,44,37,55,23
42,43,24,12,17,20,40,27,46,16
211,261,387,124,129,98,240,181,420,153
17,75,42,106,43,52,109,76,72,137
37,59,127,45,95,63,329,266,189,134
4,37,2,3,3,3,20,11,30,0
596,689,550,355,403,332,621,584,676,618
52,56,66,21,27,37,92,60,98,23
633,509,445,217,420,324,568,536,479,550
100,147,108,76,68,48,112,125,135,117
596,867,924,376,522,550,731,653,800,605
89,81,55,16,11,14,148,119,128,54
233,258,119,74,174,142,226,175,172,166
50,24,34,29,56,14,71,46,60,46
0,51,8,5,3,7,24,35,36,3
8,31,34,16,11,7,12,17,37,22
4,32,8,27,18,12,16,10,9,19
43,67,58,33,51,18,71,55,102,24
193,177,351,164,86,44,428,353,397,186
38,31,37,16,26,58,54,54,74,94
292,298,219,83,100,116,452,404,403,188
36,100,61,103,52,79,61,96,51,145
11,95,90,31,14,14,140,126,121,13
3,17,19,17,2,6,7,10,24,14
81,87,88,35,21,44,104,111,113,64
10,44,38,8,6,22,30,34,45,17
80,29,41,17,39,36,61,44,52,104
305,895,911,369,252,137,539,514,703,283
53,167,74,21,15,25,57,57,129,46
184,245,82,46,82,36,231,185,211,88
23,36,25,27,55,50,43,33,33,27
52,51,46,10,35,16,57,54,64,35
100,95,54,30,54,115,115,103,128,130
11,15,10,7,9,1,27,31,17,5
32,48,26,26,25,12,77,61,71,78
47,93,135,56,10,29,83,94,115,60
33,7,16,3,29,28,62,68,57,28
426,201,230,187,430,237,661,547,460,596
478,231,229,68,106,77,579,510,572,219
7,6,18,2,0,3,23,18,16,5
51,60,65,30,30,35,165,158,128,76
89,101,60,82,95,40,141,119,93,108
30,8,9,10,18,6,30,26,21,35
1063,1438,1046,520,798,658,946,979,1165,901
0,33,7,1,16,8,28,18,12,3
178,150,98,36,168,44,335,232,210,131
553,885,546,190,322,152,629,666,678,296
1,8,29,1,1,2,18,29,47,0
5,15,6,23,10,23,11,4,11,12
14,14,13,16,6,8,4,13,3,37
379,544,363,257,161,102,524,489,563,352
93,228,246,66,37,73,277,206,281,53
56,113,88,34,44,21,122,111,87,29
589,390,315,120,260,149,725,594,749,359
49,185,72,14,22,17,233,148,206,15
5,19,24,3,0,6,11,8,14,9
211,306,187,87,135,77,289,255,256,173
154,180,134,33,42,50,178,196,215,115
12,74,29,25,10,30,54,47,38,20
232,422,399,145,188,119,409,296,466,174
782,904,568,112,236,198,1170,756,915,377
50,68,65,15,11,32,93,79,111,46
7,117,16,5,11,9,72,65,87,6
97,90,101,29,60,52,202,143,133,69
511,489,344,149,522,286,496,429,630,389
425,840,183,165,230,143,441,389,389,236
9,17,13,11,2,12,17,15,27,3
30,48,13,4,2,7,72,49,67,22
327,678,218,149,345,203,705,535,553,343
398,527,370,97,159,137,505,475,561,222
39,97,70,91,37,30,39,39,58,74
272,250,249,132,219,187,339,269,377,371
4,11,6,3,7,12,7,2,12,4
896,1034,792,335,333,287,919,761,962,406
871,1036,1194,181,124,105,1191,897,1315,333
37,298,73,6,56,52,225,156,215,16
60,117,92,48,100,78,159,133,163,93
674,1565,1396,476,193,175,1519,1562,1897,628
100,51,123,9,14,38,176,112,173,32
4,19,36,9,18,9,23,21,13,3
99,90,51,20,76,58,103,51,60,46
22,55,63,11,14,7,48,47,69,5
0,18,19,2,4,4,16,12,32,4
22,76,25,9,26,6,78,52,65,2
114,112,106,33,71,67,181,101,137,70
17,45,11,7,10,5,28,23,27,26
285,681,749,145,76,79,796,628,881,156
755,992,748,278,759,536,1050,874,1129,632
3,13,26,7,7,2,25,26,36,6
45,188,178,35,25,19,90,97,178,45
97,54,76,14,36,17,130,118,139,53
8,18,20,9,9,16,10,24,21,18
98,155,145,36,56,39,283,208,220,60
1,3,10,3,1,0,60,5,14,1
17,8,10,9,20,16,4,2,17,11
1017,1015,795,557,1302,808,1050,996,1171,1158
57,33,31,2,7,6,40,49,88,10
169,290,155,86,85,83,184,199,205,124
46,343,54,5,75,21,244,204,173,18
122,380,164,103,101,109,248,211,320,179
29,22,18,10,8,26,44,47,40,17
312,463,254,156,308,226,373,379,424,325
463,538,323,346,490,256,516,502,590,600
280,259,409,105,83,29,563,419,664,113
82,148,86,69,54,45,60,77,121,47
20,69,43,191,48,89,67,54,44,194
31,36,14,8,9,0,41,14,8,12
25,3,13,5,4,1,33,20,37,14
2056,660,578,273,1026,878,1532,1155,1755,1096
147,147,141,81,121,99,146,143,209,143
506,426,337,84,173,112,741,662,619,247
649,794,1000,226,125,240,2225,1509,1620,494
291,71,77,18,183,69,359,220,278,167
1209,731,479,225,978,580,1557,1199,1027,1072
745,542,576,199,150,141,1014,693,916,446
31,48,42,28,23,15,73,78,51,30
187,299,168,101,146,144,260,219,215,154
9,25,23,13,2,5,17,19,19,9
55,52,68,30,12,12,69,60,112,26
193,197,235,72,114,54,332,316,350,100
8,5,16,1,6,4,8,7,7,10
36,37,35,14,15,0,76,43,73,14
201,171,164,57,84,14,242,184,300,68
14,18,12,27,10,10,45,45,25,11
23,43,27,68,18,29,57,55,29,54
337,514,307,405,433,447,331,366,360,626
182,119,100,61,36,43,230,141,229,150
57,29,66,11,26,18,111,62,90,47
41,123,95,32,23,36,54,72,100,13
11,11,13,2,13,1,24,11,19,4
141,171,94,59,63,60,191,187,188,93
91,32,42,16,63,71,113,133,107,87
39,26,48,6,17,27,60,45,76,30
61,216,47,26,57,64,138,132,66,41
5,21,8,5,5,17,11,16,16,14
343,196,204,75,151,193,352,316,315,222
312,221,122,51,162,110,517,329,387,238
85,83,84,63,49,35,78,65,126,108
13,8,2,2,3,2,13,5,4,8
103,207,168,74,98,123,219,195,285,82
85,162,83,30,101,96,146,133,132,72
19,23,39,1,20,13,28,39,21,18
20,54,18,58,229,88,280,162,57,70
44,116,131,36,6,2,86,57,125,40
33,38,54,21,9,10,60,48,67,50
43,106,53,29,39,13,186,123,84,28
21,43,30,34,59,69,94,74,69,71
268,293,142,93,262,98,281,322,251,229
185,147,112,132,151,103,330,292,228,191
367,235,153,127,403,225,529,459,265,422
0,23,3,1,1,0,17,10,11,0
11,29,18,5,10,18,26,29,36,13
424,559,500,255,211,178,558,461,697,286
516,494,567,161,161,94,710,677,774,331
10,6,11,33,9,11,3,17,19,25
892,1226,1131,556,697,473,965,872,1296,737
223,390,398,105,114,128,339,285,447,201
159,242,164,72,128,118,199,187,192,90
13,41,32,160,60,115,56,45,41,98
497,577,422,170,370,173,614,595,643,445
242,743,98,68,382,217,595,392,290,141
41,73,23,8,10,5,65,48,30,17
48,62,68,26,15,8,89,84,73,60
4,58,52,10,0,0,2,5,9,19
39,18,16,5,1,6,58,47,49,9
2086,1541,1183,380,1011,693,2195,2004,1360,1253
50,187,209,58,19,30,243,159,277,47
1,12,20,26,3,2,6,1,2,17
120,115,116,44,92,66,144,120,191,101
18,32,16,6,9,14,41,19,26,14
69,185,121,30,76,33,72,95,118,55
163,77,65,13,49,95,149,98,186,88
552,614,712,206,170,185,1085,838,1150,391
82,133,171,50,11,11,122,135,190,38
30,27,5,17,16,18,37,23,14,45
62,110,48,51,43,42,104,90,104,75
7,13,11,3,0,0,15,4,6,3
38,59,110,11,19,30,214,111,109,37
171,266,267,261,102,130,253,308,292,248
9,28,42,11,1,0,5,6,5,8
32,189,187,85,8,10,54,48,137,15
35,30,29,11,21,36,55,37,34,45
923,4225,1071,276,672,313,2407,1805,2362,324
210,314,157,134,185,161,341,275,295,226
22,124,32,5,31,23,148,86,115,4
42,32,27,26,5,10,52,60,75,20
67,111,70,16,41,37,123,93,139,58
10,23,13,0,2,3,9,1,14,8
508,1507,1813,548,163,108,739,761,1292,365
732,317,264,129,336,236,614,508,612,513
302,471,358,189,180,127,542,434,524,259
343,411,374,152,205,126,344,288,427,305
56,166,145,78,43,31,110,100,125,80
12,38,20,11,21,9,43,39,44,11
202,207,283,91,141,75,228,223,307,144
2792,546,665,251,1447,1156,3395,2478,2069,2421
265,908,795,407,82,61,407,396,598,239
410,803,467,301,280,221,639,488,611,344
4,8,6,4,8,9,10,11,10,11
69,807,78,27,141,53,454,354,390,70
1122,1954,1259,516,621,467,1912,1630,2032,1102
19,87,8,119,172,342,73,65,39,90
227,265,181,108,129,114,202,187,297,115
122,124,91,13,70,55,135,85,120,49
112,471,513,152,46,19,212,265,353,71
10,13,17,5,0,0,10,7,17,4
206,501,241,225,117,135,416,323,442,136
317,365,282,135,235,128,333,302,422,193
154,323,214,84,48,22,442,303,354,100
1586,2591,1863,954,1456,1058,1638,1433,2387,1319
872,696,420,208,678,539,992,885,738,662
217,167,118,99,187,182,235,219,208,298
80,185,182,8,14,22,105,104,187,11
320,189,185,116,206,103,258,256,325,289
6,2,5,4,4,2,20,7,12,8
329,185,332,131,644,455,1127,760,683,342
233,337,267,134,127,175,485,365,387,243
67,61,23,21,59,56,68,54,45,41
41,16,14,22,23,20,21,22,25,32
101,186,131,16,28,32,320,236,265,61
57,114,57,25,51,34,71,74,103,51
25,11,16,4,27,10,35,32,21,13
123,469,200,152,164,119,265,222,222,140
202,165,141,51,147,84,157,156,178,158
36,25,28,16,9,11,27,23,19,9
63,220,137,32,28,28,121,79,117,27
1313,2918,2819,990,773,538,2160,1936,2709,994
957,989,715,285,422,265,1122,1001,1202,512
16,54,63,37,18,18,29,33,34,46
61,235,159,87,59,58,145,160,223,146
376,487,322,279,260,260,629,445,367,477
9,32,14,1,20,6,13,7,15,13
118,272,188,55,109,101,226,193,283,179
25,44,39,10,8,3,27,8,26,9
129,63,31,20,112,108,125,112,113,115
9,17,4,15,15,6,13,4,6,12
74,68,87,50,69,41,96,85,85,55
97,58,50,33,39,59,88,99,67,80
82,3,11,5,7,6,82,40,42,39
606,226,231,152,73,108,644,369,567,515
54,76,54,27,5,6,65,49,87,19
251,515,253,176,152,62,183,234,255,222
55,55,46,21,12,6,58,72,77,36
44,224,148,68,29,14,94,76,120,43
19,72,56,15,14,12,72,81,80,32
524,600,484,132,222,143,662,609,730,260
541,169,257,160,256,232,597,564,437,305
2298,1902,1763,685,1249,1180,2440,1820,2705,1651
180,527,270,73,240,80,375,271,413,125
58,250,270,46,9,0,131,111,171,19
247,309,291,92,73,53,460,345,347,146
78,160,110,28,36,25,100,80,128,40
157,122,93,34,26,61,235,163,214,72
15,2,15,0,2,4,0,4,4,14
34,2,11,4,5,10,39,24,36,11
8,27,23,7,7,0,21,5,25,5
75,55,65,38,15,29,92,91,94,58
492,297,275,165,335,288,291,301,443,361
7,46,22,11,13,0,21,16,29,6
238,720,671,193,106,70,284,236,504,154
1157,1131,779,429,1044,733,1295,1156,1293,925
346,315,335,160,189,164,600,445,483,291
311,509,241,154,149,53,340,370,309,150
959,2461,1553,722,563,391,1269,1059,1435,801
181,265,117,65,123,96,191,171,176,121
71,68,77,28,19,18,74,65,127,46
14,60,54,53,19,26,59,52,58,17
6,12,6,19,12,3,14,11,6,7
234,386,280,101,282,260,276,242,318,207
57,25,20,3,99,31,56,47,39,78
26,70,83,4,9,2,25,23,59,5
300,532,315,196,157,85,289,261,309,210
542,224,253,69,239,200,653,519,488,305
144,50,57,11,56,74,300,181,194,86
1200,255,355,144,518,330,4155,1871,1158,924
43,162,184,59,18,13,61,71,100,27
12968,17963,12131,2981,5957,4989,9196,8746,13161,8977
65,70,41,32,27,32,33,32,50,46
52,119,70,55,28,49,75,79,85,83
36,81,25,38,39,7,60,69,50,27
21,15,19,8,12,8,15,12,9,22
33,46,46,14,32,29,59,55,72,32
234,300,244,143,135,135,316,293,333,163
66,191,152,80,40,56,143,152,161,84
21,30,14,23,6,20,20,13,27,30
17,30,44,11,5,12,20,20,17,16
46,96,80,40,46,34,102,81,105,70
1,37,13,3,12,3,27,4,27,2
412,371,402,153,188,88,555,444,598,209
48,55,51,18,19,10,110,100,98,12
11,35,15,12,2,0,26,16,18,9
224,1525,589,288,232,251,917,688,917,238
87,324,425,194,54,64,153,173,322,186
105,173,109,57,38,34,191,105,207,53
16,59,22,12,8,4,26,20,48,21
275,164,196,88,188,103,282,235,262,323
26,65,86,19,37,10,74,35,78,25
887,142,141,35,603,375,564,549,684,492
81,93,88,31,96,85,139,141,132,101
48,49,37,12,30,37,30,55,49,30
44,16,32,1,13,4,51,43,34,8
62,86,51,44,57,63,123,89,100,120
114,81,146,46,29,28,157,116,183,81
22,211,71,72,69,37,125,88,132,28
28,3,30,14,6,0,28,27,30,3
31,72,82,16,13,24,100,84,103,39
1367,615,519,254,685,476,1477,1302,1139,831
8,26,7,9,10,12,16,8,25,3
18,7,3,6,7,5,12,7,15,6
42,30,14,19,12,4,13,22,10,8
231,261,118,76,206,124,185,151,141,148
189,482,407,277,160,208,370,242,493,323
44,21,35,6,5,19,67,46,58,36
116,130,101,30,67,28,151,125,128,59
18,66,60,33,5,10,21,25,42,22
37,26,26,3,16,17,82,46,49,26
116,217,183,66,119,58,228,172,259,104
32,34,22,4,6,4,48,28,50,18
206,209,142,61,116,76,232,189,162,116
128,182,140,69,152,82,166,152,192,189
7,16,2,2,7,3,17,10,7,0
598,383,324,216,332,180,727,651,626,425
55,238,164,170,73,100,127,81,134,105
43,177,101,20,25,8,85,78,108,22
13,55,61,8,15,11,29,33,51,2
100,84,71,18,21,26,59,45,78,33
21,86,59,34,12,5,30,32,42,31
67,34,50,4,21,15,145,92,154,43
56,111,120,15,61,12,137,94,83,55
3,11,4,0,4,3,14,35,6,2
356,927,541,382,188,285,423,359,610,461
3,28,34,5,1,5,32,44,34,3
212,388,225,127,159,131,290,258,343,188
113,167,230,86,27,18,180,122,228,53
342,822,542,418,410,297,389,375,453,442
319,406,309,135,184,177,351,344,413,250
708,341,411,141,177,187,1034,716,758,386
231,440,163,104,69,16,258,267,196,113
34,42,33,5,6,18,30,39,27,16
